index	Gene
bc2018--bc2018___80_00559	BACUNI_03213
bc2018--bc2018___80_00560	BACUNI_03214
bc2018--bc2018___80_00561	BACUNI_03215
bc2018--bc2018___80_00562	BACUNI_03216
bc2018--bc2018___80_00563	BACUNI_03217
bc2018--bc2018___80_00564	BACUNI_03220
bc2018--bc2018___80_00565	BACUNI_03221
bc2018--bc2018___80_00566	BACUNI_03222
bc2018--bc2018___80_00567	BACUNI_03223
bc2018--bc2018___80_00568	BACUNI_03224
bc2018--bc2018___80_00569	BACUNI_03225
bc2018--bc2018___80_00570	BACUNI_03228
bc2018--bc2018___80_00571	BACUNI_03229
bc2018--bc2018___80_00572	BACUNI_03231
bc2018--bc2018___80_00573	BACUNI_03232
bc2018--bc2018___80_00574	BACUNI_03233
bc2018--bc2018___80_00575	BACUNI_03235
bc2018--bc2018___80_00576	BACUNI_03236
bc2018--bc2018___80_00577	bc2018--bc2018___80_00577
bc2018--bc2018___80_00578	BACUNI_02401
bc2018--bc2018___80_00579	BACUNI_03048
bc2018--bc2018___80_00580	nadK
bc2018--bc2018___80_00581	pdxJ
bc2018--bc2018___80_00582	BACUNI_03246
bc2018--bc2018___80_00583	bc2018--bc2018___80_00583
bc2018--bc2018___80_00584	BACUNI_03249
bc2018--bc2018___80_00585	BACUNI_03250
bc2018--bc2018___80_00586	ispD
bc2018--bc2018___80_00587	recG
bc2018--bc2018___80_00588	BACUNI_03254
bc2018--bc2018___80_00589	BACUNI_03255
bc2018--bc2018___80_00590	BACUNI_03256
bc2018--bc2018___80_00591	tpiA
bc2018--bc2018___80_00592	BACUNI_03258
bc2018--bc2018___80_00593	folE
bc2018--bc2018___80_00594	dnaG
bc2018--bc2018___80_00595	BACUNI_03262
bc2018--bc2018___80_00596	BACUNI_03264
bc2018--bc2018___80_00597	BACUNI_03265
bc2018--bc2018___80_00598	BACUNI_03266
bc2018--bc2018___80_00599	BACUNI_03267
bc2018--bc2018___80_00600	bc2018--bc2018___80_00600
bc2018--bc2018___80_00601	BACUNI_03269
bc2018--bc2018___80_00602	BACUNI_03270
bc2018--bc2018___80_00603	BACUNI_03271
bc2018--bc2018___80_00604	recJ
bc2018--bc2018___80_00605	BACUNI_03273
bc2018--bc2018___80_00606	BACUNI_03274
bc2018--bc2018___80_00607	BACUNI_03275
bc2018--bc2018___80_00608	BACUNI_03276
bc2018--bc2018___80_00609	BACUNI_03277
bc2018--bc2018___80_00610	BACUNI_03279
bc2018--bc2018___80_00611	BACUNI_03280
bc2018--bc2018___80_00612	BACUNI_03281
bc2018--bc2018___80_00613	BACUNI_03282
bc2018--bc2018___80_00614	BACUNI_03283
bc2018--bc2018___80_00615	BACUNI_03284
bc2018--bc2018___80_00616	BACUNI_03285
bc2018--bc2018___80_00617	BACUNI_03286
bc2018--bc2018___80_00618	BACUNI_03287
bc2018--bc2018___80_00619	BACUNI_03288
bc2018--bc2018___80_00620	BACUNI_03289
bc2018--bc2018___80_00621	fmt
bc2018--bc2018___80_00622	rpe
bc2018--bc2018___80_00623	comEC
bc2018--bc2018___80_00624	BACUNI_03295
bc2018--bc2018___80_00625	BACUNI_03297
bc2018--bc2018___80_00626	glmM
bc2018--bc2018___80_00627	BACUNI_03299
bc2018--bc2018___80_00628	BACUNI_03300
bc2018--bc2018___80_00629	queA
bc2018--bc2018___80_00630	BACUNI_03303
bc2018--bc2018___80_00631	BACUNI_03304
bc2018--bc2018___80_00632	BACUNI_03305
bc2018--bc2018___80_00633	BACUNI_03306
bc2018--bc2018___80_00634	BACUNI_03307
bc2018--bc2018___80_00635	BACUNI_03308
bc2018--bc2018___80_00636	BACUNI_03309
bc2018--bc2018___80_00637	BACUNI_03311
bc2018--bc2018___80_00638	BACUNI_03312
bc2018--bc2018___80_00639	BACUNI_03313
bc2018--bc2018___80_00640	BACUNI_03316
bc2018--bc2018___80_00641	BACUNI_03317
bc2018--bc2018___80_00642	BACUNI_03318
bc2018--bc2018___80_00643	BACUNI_03319
bc2018--bc2018___80_00644	BACUNI_03320
bc2018--bc2018___80_00645	BACUNI_03321
bc2018--bc2018___80_00646	bc2018--bc2018___80_00646
bc2018--bc2018___80_00647	BACUNI_03324
bc2018--bc2018___80_00648	BACUNI_03325
bc2018--bc2018___80_00649	BACUNI_03326
bc2018--bc2018___80_00650	BACUNI_03327
bc2018--bc2018___80_00651	BACUNI_03328
bc2018--bc2018___80_00652	BACUNI_03329
bc2018--bc2018___80_00653	BACUNI_03330
bc2018--bc2018___80_00654	BACUNI_03331
bc2018--bc2018___80_00655	BACUNI_03332
bc2018--bc2018___80_00656	tag
bc2018--bc2018___80_00657	BACUNI_03335
bc2018--bc2018___80_00658	BACUNI_03337
bc2018--bc2018___80_00659	BACUNI_03341
bc2018--bc2018___80_00660	bc2018--bc2018___80_00660
bc2018--bc2018___80_00661	BACUNI_03345
bc2018--bc2018___80_00662	BACUNI_03346
bc2018--bc2018___80_00663	BACUNI_03347
bc2018--bc2018___80_00664	BACUNI_03348
bc2018--bc2018___80_00665	uxuA
bc2018--bc2018___80_00666	BACUNI_03350
bc2018--bc2018___80_00667	bc2018--bc2018___80_00667
bc2018--bc2018___80_00668	BACUNI_03352
bc2018--bc2018___80_00669	BACUNI_03353
bc2018--bc2018___80_00670	rprY
bc2018--bc2018___80_00671	BACUNI_03356
bc2018--bc2018___80_00672	BACUNI_03357
bc2018--bc2018___80_00673	rpsF
bc2018--bc2018___80_00674	bc2018--bc2018___80_00674
bc2018--bc2018___80_00675	rplI
bc2018--bc2018___80_00676	bc2018--bc2018___80_00676
bc2018--bc2018___80_00677	BACUNI_03361
bc2018--bc2018___80_00678	bc2018--bc2018___80_00678
bc2018--bc2018___80_00679	bc2018--bc2018___80_00679
bc2018--bc2018___80_00680	yqeV
bc2018--bc2018___80_00681	BACUNI_03369
bc2018--bc2018___80_00682	BACUNI_03370
bc2018--bc2018___80_00683	mgsA
bc2018--bc2018___80_00684	folB
bc2018--bc2018___80_00685	bc2018--bc2018___80_00685
bc2018--bc2018___80_00686	BACUNI_03375
bc2018--bc2018___80_00687	BACUNI_03376
bc2018--bc2018___80_00688	BACUNI_03378
bc2018--bc2018___80_00689	BACUNI_03379
bc2018--bc2018___80_00690	BACUNI_03381
bc2018--bc2018___80_00691	BACUNI_03382
bc2018--bc2018___80_00692	BACUNI_03383
bc2018--bc2018___80_00693	BACUNI_03385
bc2018--bc2018___80_00694	BACUNI_03386
bc2018--bc2018___80_00695	BACUNI_03387
bc2018--bc2018___80_00696	BACUNI_03388
bc2018--bc2018___80_00697	bc2018--bc2018___80_00697
bc2018--bc2018___80_00698	BACUNI_03391
bc2018--bc2018___80_00699	BACUNI_03392
bc2018--bc2018___80_00700	BACUNI_03393
bc2018--bc2018___80_00701	BACUNI_01798
bc2018--bc2018___80_00702	BACUNI_01796
bc2018--bc2018___80_00703	BACUNI_01795
bc2018--bc2018___80_00704	BACUNI_01794
bc2018--bc2018___80_00705	BACUNI_01793
bc2018--bc2018___80_00706	BACUNI_01792
bc2018--bc2018___80_00707	BACUNI_01791
bc2018--bc2018___80_00708	BACUNI_01790
bc2018--bc2018___80_00709	BACUNI_01789
bc2018--bc2018___80_00710	BACUNI_01788
bc2018--bc2018___80_00711	BACUNI_01787
bc2018--bc2018___80_00712	bc2018--bc2018___80_00712
bc2018--bc2018___80_00713	BACUNI_01786
bc2018--bc2018___80_00714	bc2018--bc2018___80_00714
bc2018--bc2018___80_00715	BACUNI_01783
bc2018--bc2018___80_00716	BACUNI_01782
bc2018--bc2018___80_00717	BACUNI_01781
bc2018--bc2018___80_00718	BACUNI_01778
bc2018--bc2018___80_00719	BACUNI_01777
bc2018--bc2018___80_00720	BACUNI_01776
bc2018--bc2018___80_00721	BACUNI_01775
bc2018--bc2018___80_00722	BACUNI_01773
bc2018--bc2018___80_00723	BACUNI_01771
bc2018--bc2018___80_00724	BACUNI_01770
bc2018--bc2018___80_00725	BACUNI_01769
bc2018--bc2018___80_00726	bc2018--bc2018___80_00726
bc2018--bc2018___80_00727	bc2018--bc2018___80_00727
bc2018--bc2018___80_00728	traJ
bc2018--bc2018___80_00729	bc2018--bc2018___80_00729
bc2018--bc2018___80_00730	BACUNI_01764
bc2018--bc2018___80_00731	traM
bc2018--bc2018___80_00732	BACUNI_01762
bc2018--bc2018___80_00733	BACUNI_01760
bc2018--bc2018___80_00734	BACUNI_01759
bc2018--bc2018___80_00735	BACUNI_01758
bc2018--bc2018___80_00736	BACUNI_01757
bc2018--bc2018___80_00737	BACUNI_01756
bc2018--bc2018___80_00738	BACUNI_01754
bc2018--bc2018___80_00739	BACUNI_01753
bc2018--bc2018___80_00740	bc2018--bc2018___80_00740
bc2018--bc2018___80_00741	BACUNI_01751
bc2018--bc2018___80_00742	BACUNI_01750
bc2018--bc2018___80_00743	bc2018--bc2018___80_00743
bc2018--bc2018___80_00744	BACUNI_01748
bc2018--bc2018___80_00745	BACUNI_01747
bc2018--bc2018___80_00746	bc2018--bc2018___80_00746
bc2018--bc2018___80_00747	BACUNI_01742
bc2018--bc2018___80_00748	BACUNI_01741
bc2018--bc2018___80_00749	BACUNI_01740
bc2018--bc2018___80_00750	dnaA
bc2018--bc2018___80_00751	BACUNI_01737
bc2018--bc2018___80_00752	BACUNI_01736
bc2018--bc2018___80_00753	BACUNI_01734
bc2018--bc2018___80_00754	BACUNI_01732
bc2018--bc2018___80_00755	BACUNI_01731
bc2018--bc2018___80_00756	bc2018--bc2018___80_00756
bc2018--bc2018___80_00757	BACUNI_01729
bc2018--bc2018___80_00758	BACUNI_01726
bc2018--bc2018___80_00759	BACUNI_01724
bc2018--bc2018___80_00760	BACUNI_01722
bc2018--bc2018___80_00761	BACUNI_01720
bc2018--bc2018___80_00762	BACUNI_01719
bc2018--bc2018___80_00763	bc2018--bc2018___80_00763
bc2018--bc2018___80_00764	BACUNI_01718
bc2018--bc2018___80_00765	ung
bc2018--bc2018___80_00766	asnA
bc2018--bc2018___80_00768	msrA
bc2018--bc2018___80_00769	BACUNI_01711
bc2018--bc2018___80_00770	BACUNI_01710
bc2018--bc2018___80_00771	BACUNI_01709
bc2018--bc2018___80_00772	BACUNI_01706
bc2018--bc2018___80_00773	BACUNI_01704
bc2018--bc2018___80_00774	BACUNI_01703
bc2018--bc2018___80_00775	pgi
bc2018--bc2018___80_00776	BACUNI_01701
bc2018--bc2018___80_00777	lysS
bc2018--bc2018___80_00778	BACUNI_01699
bc2018--bc2018___80_00779	BACUNI_01698
bc2018--bc2018___80_00780	BACUNI_01697
bc2018--bc2018___80_00781	BACUNI_01695
bc2018--bc2018___80_00782	mutA
bc2018--bc2018___80_00783	BACUNI_01693
bc2018--bc2018___80_00784	BACUNI_01692
bc2018--bc2018___80_00785	BACUNI_01691
bc2018--bc2018___80_00786	anmK
bc2018--bc2018___80_00787	BACUNI_01689
bc2018--bc2018___80_00788	aroC
bc2018--bc2018___80_00789	BACUNI_01685
bc2018--bc2018___80_00790	BACUNI_01684
bc2018--bc2018___80_00791	BACUNI_01683
bc2018--bc2018___80_00792	ilvD
bc2018--bc2018___80_00793	ilvB
bc2018--bc2018___80_00794	ilvN
bc2018--bc2018___80_00795	BACUNI_01677
bc2018--bc2018___80_00796	ilvC
bc2018--bc2018___80_00797	BACUNI_01675
bc2018--bc2018___80_00798	BACUNI_01674
bc2018--bc2018___80_00799	BACUNI_01673
bc2018--bc2018___80_00800	BACUNI_01672
bc2018--bc2018___80_00801	BACUNI_01670
bc2018--bc2018___80_00802	BACUNI_01669
bc2018--bc2018___80_00803	BACUNI_01668
bc2018--bc2018___80_00804	pfkA
bc2018--bc2018___80_00805	ispH
bc2018--bc2018___80_00806	cmk
bc2018--bc2018___80_00807	BACUNI_01664
bc2018--bc2018___80_00808	BACUNI_01663
bc2018--bc2018___80_00809	BACUNI_01662
bc2018--bc2018___80_00810	BACUNI_01661
bc2018--bc2018___80_00812	BACUNI_01658
bc2018--bc2018___80_00813	BACUNI_01657
bc2018--bc2018___80_00814	BACUNI_01656
bc2018--bc2018___80_00815	BACUNI_01655
bc2018--bc2018___80_00816	BACUNI_01654
bc2018--bc2018___80_00817	BACUNI_01653
bc2018--bc2018___80_00818	BACUNI_01651
bc2018--bc2018___80_00819	folA
bc2018--bc2018___80_00820	thyA
bc2018--bc2018___80_00821	bc2018--bc2018___80_00821
bc2018--bc2018___80_00822	BACUNI_01646
bc2018--bc2018___80_00823	BACUNI_01645
bc2018--bc2018___80_00824	BACUNI_01644
bc2018--bc2018___80_00825	BACUNI_01642
bc2018--bc2018___80_00826	bc2018--bc2018___80_00826
bc2018--bc2018___80_00827	BACUNI_01639
bc2018--bc2018___80_00828	BACUNI_01638
bc2018--bc2018___80_00829	BACUNI_01635
bc2018--bc2018___80_00830	BACUNI_01634
bc2018--bc2018___80_00831	czcA
bc2018--bc2018___80_00832	BACUNI_01632
bc2018--bc2018___80_00833	BACUNI_01630
bc2018--bc2018___80_00834	BACUNI_01629
bc2018--bc2018___80_00835	BACUNI_01628
bc2018--bc2018___80_00836	BACUNI_01627
bc2018--bc2018___80_00837	BACUNI_01625
bc2018--bc2018___80_00838	BACUNI_01624
bc2018--bc2018___80_00839	BACUNI_01623
bc2018--bc2018___80_00840	ppk1
bc2018--bc2018___80_00841	BACUNI_01621
bc2018--bc2018___80_00842	rfbA
bc2018--bc2018___80_00843	rfbB
bc2018--bc2018___80_00844	BACUNI_01616
bc2018--bc2018___80_00845	bc2018--bc2018___80_00845
bc2018--bc2018___80_00846	BACUNI_01614
bc2018--bc2018___80_00847	BACUNI_01612
bc2018--bc2018___80_00848	BACUNI_01611
bc2018--bc2018___80_00849	BACUNI_01610
bc2018--bc2018___80_00850	gluP
bc2018--bc2018___80_00851	BACUNI_01608
bc2018--bc2018___80_00852	BACUNI_01607
bc2018--bc2018___80_00853	BACUNI_01605
bc2018--bc2018___80_00854	BACUNI_01602
bc2018--bc2018___80_00855	BACUNI_01601
bc2018--bc2018___80_00856	BACUNI_01600
bc2018--bc2018___80_00857	BACUNI_01599
bc2018--bc2018___80_00858	BACUNI_01598
bc2018--bc2018___80_00859	BACUNI_01597
bc2018--bc2018___80_00860	bc2018--bc2018___80_00860
bc2018--bc2018___80_00861	BACUNI_01595
bc2018--bc2018___80_00862	BACUNI_01594
bc2018--bc2018___80_00863	gdh
bc2018--bc2018___80_00864	BACUNI_01591
bc2018--bc2018___80_00865	BACUNI_01589
bc2018--bc2018___80_00866	ruvA
bc2018--bc2018___80_00867	BACUNI_01586
bc2018--bc2018___80_00868	BACUNI_01584
bc2018--bc2018___80_00869	dxr
bc2018--bc2018___80_00870	BACUNI_01582
bc2018--bc2018___80_00871	BACUNI_01581
bc2018--bc2018___80_00872	murA
bc2018--bc2018___80_00873	BACUNI_01579
bc2018--bc2018___80_00874	bc2018--bc2018___80_00874
bc2018--bc2018___80_00875	BACUNI_01577
bc2018--bc2018___80_00876	gmk
bc2018--bc2018___80_00877	BACUNI_01575
bc2018--bc2018___80_00878	nadD
bc2018--bc2018___80_00879	BACUNI_01573
bc2018--bc2018___80_00880	BACUNI_01572
bc2018--bc2018___80_00881	gdhA
bc2018--bc2018___80_00882	BACUNI_01568
bc2018--bc2018___80_00883	BACUNI_01567
bc2018--bc2018___80_00884	BACUNI_01566
bc2018--bc2018___80_00885	BACUNI_01565
bc2018--bc2018___80_00886	BACUNI_01564
bc2018--bc2018___80_00887	BACUNI_01562
bc2018--bc2018___80_00888	BACUNI_01561
bc2018--bc2018___80_00889	BACUNI_01560
bc2018--bc2018___80_00890	bc2018--bc2018___80_00890
bc2018--bc2018___80_00891	BACUNI_01557
bc2018--bc2018___80_00892	BACUNI_01556
bc2018--bc2018___80_00893	BACUNI_01555
bc2018--bc2018___80_00894	BACUNI_01554
bc2018--bc2018___80_00895	BACUNI_01553
bc2018--bc2018___80_00896	BACUNI_01552
bc2018--bc2018___80_00897	BACUNI_01551
bc2018--bc2018___80_00898	BACUNI_01550
bc2018--bc2018___80_00899	BACUNI_01549
bc2018--bc2018___80_00900	BACUNI_01548
bc2018--bc2018___80_00901	BACUNI_01546
bc2018--bc2018___80_00902	BACUNI_01545
bc2018--bc2018___80_00903	BACUNI_01544
bc2018--bc2018___80_00904	bc2018--bc2018___80_00904
bc2018--bc2018___80_00905	BACUNI_02833
bc2018--bc2018___80_00906	BACUNI_02834
bc2018--bc2018___80_00907	bc2018--bc2018___80_00907
bc2018--bc2018___80_00908	BACUNI_04725
bc2018--bc2018___80_00909	BACUNI_04724
bc2018--bc2018___80_00910	BACUNI_04723
bc2018--bc2018___80_00911	trxB
bc2018--bc2018___80_00912	BACUNI_04721
bc2018--bc2018___80_00913	bc2018--bc2018___80_00913
bc2018--bc2018___80_00914	glnA
bc2018--bc2018___80_00915	BACUNI_04719
bc2018--bc2018___80_00916	BACUNI_04718
bc2018--bc2018___80_00917	BACUNI_04717
bc2018--bc2018___80_00918	BACUNI_04716
bc2018--bc2018___80_00919	BACUNI_04715
bc2018--bc2018___80_00920	rnz
bc2018--bc2018___80_00921	BACUNI_04713
bc2018--bc2018___80_00922	BACUNI_04712
bc2018--bc2018___80_00923	BACUNI_04711
bc2018--bc2018___80_00924	BACUNI_04710
bc2018--bc2018___80_00925	BACUNI_04709
bc2018--bc2018___80_00926	valS
bc2018--bc2018___80_00927	bc2018--bc2018___80_00927
bc2018--bc2018___80_00928	BACUNI_04706
bc2018--bc2018___80_00929	BACUNI_04705
bc2018--bc2018___80_00930	BACUNI_04704
bc2018--bc2018___80_00931	BACUNI_04703
bc2018--bc2018___80_00932	BACUNI_04702
bc2018--bc2018___80_00933	BACUNI_04700
bc2018--bc2018___80_00934	BACUNI_04699
bc2018--bc2018___80_00935	BACUNI_04698
bc2018--bc2018___80_00936	BACUNI_04697
bc2018--bc2018___80_00937	BACUNI_04696
bc2018--bc2018___80_00938	bc2018--bc2018___80_00938
bc2018--bc2018___80_00939	secA
bc2018--bc2018___80_00940	BACUNI_04692
bc2018--bc2018___80_00941	BACUNI_04691
bc2018--bc2018___80_00942	coaX
bc2018--bc2018___80_00943	BACUNI_04688
bc2018--bc2018___80_00944	BACUNI_04687
bc2018--bc2018___80_00945	BACUNI_04686
bc2018--bc2018___80_00946	BACUNI_04685
bc2018--bc2018___80_00947	BACUNI_04684
bc2018--bc2018___80_00948	rlmN
bc2018--bc2018___80_00949	BACUNI_04682
bc2018--bc2018___80_00950	pdxA
bc2018--bc2018___80_00951	BACUNI_04680
bc2018--bc2018___80_00952	BACUNI_04679
bc2018--bc2018___80_00953	BACUNI_04678
bc2018--bc2018___80_00954	secG
bc2018--bc2018___80_00955	BACUNI_04675
bc2018--bc2018___80_00956	BACUNI_04674
bc2018--bc2018___80_00957	BACUNI_04673
bc2018--bc2018___80_00958	BACUNI_04672
bc2018--bc2018___80_00959	BACUNI_04671
bc2018--bc2018___80_00960	BACUNI_04667
bc2018--bc2018___80_00961	BACUNI_04666
bc2018--bc2018___80_00962	BACUNI_04665
bc2018--bc2018___80_00963	BACUNI_04664
bc2018--bc2018___80_00964	cadA
bc2018--bc2018___80_00965	BACUNI_04661
bc2018--bc2018___80_00966	BACUNI_04660
bc2018--bc2018___80_00967	phnX
bc2018--bc2018___80_00968	bc2018--bc2018___80_00968
bc2018--bc2018___80_00969	mepA_7
bc2018--bc2018___80_00970	dinB
bc2018--bc2018___80_00971	BACUNI_04654
bc2018--bc2018___80_00972	bc2018--bc2018___80_00972
bc2018--bc2018___80_00973	bc2018--bc2018___80_00973
bc2018--bc2018___80_00974	BACUNI_04651
bc2018--bc2018___80_00975	BACUNI_04650
bc2018--bc2018___80_00976	BACUNI_04649
bc2018--bc2018___80_00977	BACUNI_04648
bc2018--bc2018___80_00978	BACUNI_04647
bc2018--bc2018___80_00979	BACUNI_04646
bc2018--bc2018___80_00980	BACUNI_04645
bc2018--bc2018___80_00981	BACUNI_04644
bc2018--bc2018___80_00982	BACUNI_04642
bc2018--bc2018___80_00983	BACUNI_04641
bc2018--bc2018___80_00984	BACUNI_04640
bc2018--bc2018___80_00985	spoU
bc2018--bc2018___80_00986	yjmD_2
bc2018--bc2018___80_00987	BACUNI_04637
bc2018--bc2018___80_00988	BACUNI_04636
bc2018--bc2018___80_00989	BACUNI_04634
bc2018--bc2018___80_00990	BACUNI_04633
bc2018--bc2018___80_00991	BACUNI_04632
bc2018--bc2018___80_00992	bc2018--bc2018___80_00992
bc2018--bc2018___80_00993	BACUNI_04630
bc2018--bc2018___80_00994	BACUNI_04629
bc2018--bc2018___80_00995	bc2018--bc2018___80_00995
bc2018--bc2018___80_00996	smpB
bc2018--bc2018___80_00997	metH
bc2018--bc2018___80_00998	BACUNI_04625
bc2018--bc2018___80_00999	udk
bc2018--bc2018___80_01000	BACUNI_04623
bc2018--bc2018___80_01001	BACUNI_04622
bc2018--bc2018___80_01002	BACUNI_04621
bc2018--bc2018___80_01003	BACUNI_04620
bc2018--bc2018___80_01004	BACUNI_04619
bc2018--bc2018___80_01005	BACUNI_04618
bc2018--bc2018___80_01006	hisG
bc2018--bc2018___80_01007	hisD
bc2018--bc2018___80_01008	hisC
bc2018--bc2018___80_01009	hisB
bc2018--bc2018___80_01010	BACUNI_04613
bc2018--bc2018___80_01011	BACUNI_04612
bc2018--bc2018___80_01012	BACUNI_04611
bc2018--bc2018___80_01013	pth
bc2018--bc2018___80_01014	rplY
bc2018--bc2018___80_01015	BACUNI_04608
bc2018--bc2018___80_01016	bc2018--bc2018___80_01016
bc2018--bc2018___80_01017	nusB
bc2018--bc2018___80_01018	yajC
bc2018--bc2018___80_01019	BACUNI_04605
bc2018--bc2018___80_01020	coaE
bc2018--bc2018___80_01021	BACUNI_04603
bc2018--bc2018___80_01022	clpB
bc2018--bc2018___80_01023	BACUNI_04601
bc2018--bc2018___80_01024	BACUNI_04600
bc2018--bc2018___80_01025	BACUNI_04599
bc2018--bc2018___80_01026	BACUNI_04598
bc2018--bc2018___80_01027	BACUNI_04597
bc2018--bc2018___80_01028	BACUNI_04596
bc2018--bc2018___80_01029	BACUNI_04594
bc2018--bc2018___80_01030	BACUNI_04593
bc2018--bc2018___80_01031	BACUNI_04592
bc2018--bc2018___80_01032	recA
bc2018--bc2018___80_01033	BACUNI_04590
bc2018--bc2018___80_01034	LYS1
bc2018--bc2018___80_01035	BACUNI_04587
bc2018--bc2018___80_01036	BACUNI_04586
bc2018--bc2018___80_01037	BACUNI_04585
bc2018--bc2018___80_01038	dnaK
bc2018--bc2018___80_01039	BACUNI_04581
bc2018--bc2018___80_01040	BACUNI_04580
bc2018--bc2018___80_01041	bc2018--bc2018___80_01041
bc2018--bc2018___80_01042	BACUNI_04579
bc2018--bc2018___80_01043	BACUNI_04578
bc2018--bc2018___80_01044	bc2018--bc2018___80_01044
bc2018--bc2018___80_01045	BACUNI_04575
bc2018--bc2018___80_01046	bc2018--bc2018___80_01046
bc2018--bc2018___80_01047	BACUNI_04573
bc2018--bc2018___80_01048	BACUNI_04572
bc2018--bc2018___80_01049	BACUNI_04571
bc2018--bc2018___80_01050	BACUNI_04570
bc2018--bc2018___80_01051	BACUNI_04569
bc2018--bc2018___80_01052	BACUNI_04568
bc2018--bc2018___80_01053	BACUNI_04567
bc2018--bc2018___80_01054	bc2018--bc2018___80_01054
bc2018--bc2018___80_01055	ktrB
bc2018--bc2018___80_01056	BACUNI_04565
bc2018--bc2018___80_01057	BACUNI_04564
bc2018--bc2018___80_01058	BACUNI_04563
bc2018--bc2018___80_01059	bc2018--bc2018___80_01059
bc2018--bc2018___80_01060	BACUNI_04558
bc2018--bc2018___80_01061	BACUNI_04557
bc2018--bc2018___80_01062	BACUNI_04555
bc2018--bc2018___80_01063	BACUNI_04554
bc2018--bc2018___80_01064	BACUNI_04553
bc2018--bc2018___80_01065	BACUNI_04552
bc2018--bc2018___80_01066	BACUNI_04551
bc2018--bc2018___80_01067	BACUNI_04550
bc2018--bc2018___80_01068	BACUNI_04549
bc2018--bc2018___80_01069	BACUNI_04548
bc2018--bc2018___80_01070	mutS2
bc2018--bc2018___80_01072	BACUNI_04544
bc2018--bc2018___80_01073	BACUNI_04543
bc2018--bc2018___80_01074	BACUNI_04541
bc2018--bc2018___80_01075	BACUNI_04540
bc2018--bc2018___80_01076	BACUNI_04539
bc2018--bc2018___80_01077	BACUNI_04538
bc2018--bc2018___80_01079	BACUNI_04535
bc2018--bc2018___80_01080	BACUNI_04534
bc2018--bc2018___80_01081	BACUNI_04533
bc2018--bc2018___80_01082	BACUNI_04532
bc2018--bc2018___80_01083	bc2018--bc2018___80_01083
bc2018--bc2018___80_01084	BACUNI_04528
bc2018--bc2018___80_01085	pflA
bc2018--bc2018___80_01086	pflB
bc2018--bc2018___80_01088	bc2018--bc2018___80_01088
bc2018--bc2018___80_01089	bc2018--bc2018___80_01089
bc2018--bc2018___80_01090	BACUNI_02833
bc2018--bc2018___80_01091	BACUNI_02834
bc2018--bc2018___80_01092	BACUNI_04519
bc2018--bc2018___80_01093	BACUNI_04517
bc2018--bc2018___80_01094	BACUNI_04504
bc2018--bc2018___80_01095	BACUNI_04514
bc2018--bc2018___80_01096	BACUNI_04513
bc2018--bc2018___80_01097	rhgT_1
bc2018--bc2018___80_01098	bc2018--bc2018___80_01098
bc2018--bc2018___80_01099	BACUNI_04509
bc2018--bc2018___80_01100	BACUNI_04508
bc2018--bc2018___80_01101	BACUNI_04506
bc2018--bc2018___80_01102	BACUNI_04504
bc2018--bc2018___80_01103	BACUNI_04503
bc2018--bc2018___80_01104	BACUNI_04502
bc2018--bc2018___80_01105	BACUNI_04501
bc2018--bc2018___80_01106	BACUNI_04500
bc2018--bc2018___80_01107	BACUNI_04499
bc2018--bc2018___80_01108	BACUNI_04498
bc2018--bc2018___80_01109	uxuA
bc2018--bc2018___80_01110	BACUNI_04496
bc2018--bc2018___80_01111	BACUNI_04495
bc2018--bc2018___80_01112	BACUNI_04494
bc2018--bc2018___80_01113	bc2018--bc2018___80_01113
bc2018--bc2018___80_01114	BACUNI_04491
bc2018--bc2018___80_01115	BACUNI_04490
bc2018--bc2018___80_01116	BACUNI_04489
bc2018--bc2018___80_01117	BACUNI_04488
bc2018--bc2018___80_01118	BACUNI_04487
bc2018--bc2018___80_01119	BACUNI_04486
bc2018--bc2018___80_01120	bc2018--bc2018___80_01120
bc2018--bc2018___80_01121	BACUNI_04484
bc2018--bc2018___80_01122	BACUNI_04483
bc2018--bc2018___80_01123	BACUNI_04482
bc2018--bc2018___80_01124	thiD
bc2018--bc2018___80_01125	BACUNI_04479
bc2018--bc2018___80_01126	BACUNI_04478
bc2018--bc2018___80_01127	fabH
bc2018--bc2018___80_01128	glnA
bc2018--bc2018___80_01129	BACUNI_04474
bc2018--bc2018___80_01131	BACUNI_04470
bc2018--bc2018___80_01132	folD
bc2018--bc2018___80_01133	ffh
bc2018--bc2018___80_01134	BACUNI_04466
bc2018--bc2018___80_01135	rho
bc2018--bc2018___80_01136	BACUNI_04464
bc2018--bc2018___80_01137	tilS
bc2018--bc2018___80_01138	feoB
bc2018--bc2018___80_01139	BACUNI_04460
bc2018--bc2018___80_01141	BACUNI_04458
bc2018--bc2018___80_01142	BACUNI_04457
bc2018--bc2018___80_01143	BACUNI_04456
bc2018--bc2018___80_01144	BACUNI_04455
bc2018--bc2018___80_01145	BACUNI_04454
bc2018--bc2018___80_01146	BACUNI_04453
bc2018--bc2018___80_01147	BACUNI_04452
bc2018--bc2018___80_01148	pdxB
bc2018--bc2018___80_01149	BACUNI_04450
bc2018--bc2018___80_01150	BACUNI_04448
bc2018--bc2018___80_01151	BACUNI_04447
bc2018--bc2018___80_01152	bc2018--bc2018___80_01152
bc2018--bc2018___80_01153	BACUNI_04444
bc2018--bc2018___80_01154	BACUNI_04443
bc2018--bc2018___80_01155	bc2018--bc2018___80_01155
