index,bacuni,Entry.Name,Gene
bc2018--bc2018___80_00822,BACUNI_01646,,BACUNI_01646
bc2018--bc2018___80_00823,BACUNI_01645,,BACUNI_01645
bc2018--bc2018___80_00824,BACUNI_01644,A7V255_BACUC,BACUNI_01644
bc2018--bc2018___80_00825,BACUNI_01642,,BACUNI_01642
bc2018--bc2018___80_00826,bc2018--bc2018___80_00826,,bc2018--bc2018___80_00826
bc2018--bc2018___80_00827,BACUNI_01639,A7V250_BACUC,BACUNI_01639
bc2018--bc2018___80_00828,BACUNI_01638,A7V249_BACUC,BACUNI_01638
bc2018--bc2018___80_00829,BACUNI_01635,,BACUNI_01635
bc2018--bc2018___80_00830,BACUNI_01634,A7V245_BACUC,BACUNI_01634
bc2018--bc2018___80_00831,BACUNI_01633,A7V244_BACUC,czcA
bc2018--bc2018___80_00832,BACUNI_01632,A7V243_BACUC,BACUNI_01632
bc2018--bc2018___80_00833,BACUNI_01630,,BACUNI_01630
bc2018--bc2018___80_00834,BACUNI_01629,A7V240_BACUC,BACUNI_01629
bc2018--bc2018___80_00835,BACUNI_01628,A7V239_BACUC,BACUNI_01628
bc2018--bc2018___80_00836,BACUNI_01627,A7V238_BACUC,BACUNI_01627
bc2018--bc2018___80_00837,BACUNI_01625,A7V237_BACUC,BACUNI_01625
bc2018--bc2018___80_00838,BACUNI_01624,A7V235_BACUC,BACUNI_01624
bc2018--bc2018___80_00839,BACUNI_01623,,BACUNI_01623
bc2018--bc2018___80_00840,BACUNI_01622,A7V233_BACUC,ppk1
bc2018--bc2018___80_00841,BACUNI_01621,A7V232_BACUC,BACUNI_01621
bc2018--bc2018___80_00842,BACUNI_01618,A7V229_BACUC,rfbA
bc2018--bc2018___80_00843,BACUNI_01617,A7V228_BACUC,rfbB
bc2018--bc2018___80_00844,BACUNI_01616,,BACUNI_01616
bc2018--bc2018___80_00845,bc2018--bc2018___80_00845,,bc2018--bc2018___80_00845
bc2018--bc2018___80_00846,BACUNI_01614,A7V225_BACUC,BACUNI_01614
bc2018--bc2018___80_00847,BACUNI_01612,,BACUNI_01612
bc2018--bc2018___80_00848,BACUNI_01611,,BACUNI_01611
bc2018--bc2018___80_00849,BACUNI_01610,A7V221_BACUC,BACUNI_01610
bc2018--bc2018___80_00850,BACUNI_01609,,gluP
bc2018--bc2018___80_00851,BACUNI_01608,,BACUNI_01608
bc2018--bc2018___80_00852,BACUNI_01607,,BACUNI_01607
bc2018--bc2018___80_00853,BACUNI_01605,,BACUNI_01605
bc2018--bc2018___80_00854,BACUNI_01602,,BACUNI_01602
bc2018--bc2018___80_00855,BACUNI_01601,,BACUNI_01601
bc2018--bc2018___80_00856,BACUNI_01600,,BACUNI_01600
bc2018--bc2018___80_00857,BACUNI_01599,,BACUNI_01599
bc2018--bc2018___80_00858,BACUNI_01598,,BACUNI_01598
bc2018--bc2018___80_00859,BACUNI_01597,,BACUNI_01597
bc2018--bc2018___80_00860,bc2018--bc2018___80_00860,,bc2018--bc2018___80_00860
bc2018--bc2018___80_00861,BACUNI_01595,,BACUNI_01595
bc2018--bc2018___80_00862,BACUNI_01594,,BACUNI_01594
bc2018--bc2018___80_00863,BACUNI_01592,A7V203_BACUC,gdh
bc2018--bc2018___80_00864,BACUNI_01591,A7V202_BACUC,BACUNI_01591
bc2018--bc2018___80_00865,BACUNI_01589,A7V200_BACUC,BACUNI_01589
bc2018--bc2018___80_00866,BACUNI_01588,A7V1Z9_BACUC,ruvA
bc2018--bc2018___80_00867,BACUNI_01586,A7V1Z7_BACUC,BACUNI_01586
bc2018--bc2018___80_00868,BACUNI_01584,A7V1Z6_BACUC,BACUNI_01584
bc2018--bc2018___80_00869,BACUNI_01583,A7V1Z4_BACUC,dxr
bc2018--bc2018___80_00870,BACUNI_01582,A7V1Z3_BACUC,BACUNI_01582
bc2018--bc2018___80_00871,BACUNI_01581,,BACUNI_01581
bc2018--bc2018___80_00872,BACUNI_01580,A7V1Z1_BACUC,murA
bc2018--bc2018___80_00873,BACUNI_01579,A7V1Z0_BACUC,BACUNI_01579
bc2018--bc2018___80_00874,bc2018--bc2018___80_00874,,bc2018--bc2018___80_00874
bc2018--bc2018___80_00875,BACUNI_01577,A7V1Y8_BACUC,BACUNI_01577
bc2018--bc2018___80_00876,BACUNI_01576,A7V1Y7_BACUC,gmk
bc2018--bc2018___80_00877,BACUNI_01575,,BACUNI_01575
bc2018--bc2018___80_00878,BACUNI_01574,A7V1Y5_BACUC,nadD
bc2018--bc2018___80_00879,BACUNI_01573,A7V1Y4_BACUC,BACUNI_01573
bc2018--bc2018___80_00880,BACUNI_01572,A7V1Y3_BACUC,BACUNI_01572
bc2018--bc2018___80_00881,BACUNI_01570,A7V1Y1_BACUC,gdhA
bc2018--bc2018___80_00882,BACUNI_01568,A7V1X9_BACUC,BACUNI_01568
bc2018--bc2018___80_00883,BACUNI_01567,A7V1X8_BACUC,BACUNI_01567
bc2018--bc2018___80_00884,BACUNI_01566,A7V1X7_BACUC,BACUNI_01566
bc2018--bc2018___80_00885,BACUNI_01565,A7V1X6_BACUC,BACUNI_01565
bc2018--bc2018___80_00886,BACUNI_01564,,BACUNI_01564
bc2018--bc2018___80_00887,BACUNI_01562,A7V1X4_BACUC,BACUNI_01562
bc2018--bc2018___80_00888,BACUNI_01561,,BACUNI_01561
bc2018--bc2018___80_00889,BACUNI_01560,,BACUNI_01560
bc2018--bc2018___80_00890,bc2018--bc2018___80_00890,,bc2018--bc2018___80_00890
bc2018--bc2018___80_00891,BACUNI_01557,A7V1W8_BACUC,BACUNI_01557
bc2018--bc2018___80_00892,BACUNI_01556,A7V1W7_BACUC,BACUNI_01556
bc2018--bc2018___80_00893,BACUNI_01555,A7V1V4_BACUC,BACUNI_01555
bc2018--bc2018___80_00894,BACUNI_01554,A7V1W6_BACUC,BACUNI_01554
bc2018--bc2018___80_00895,BACUNI_01553,A7V1W5_BACUC,BACUNI_01553
bc2018--bc2018___80_00896,BACUNI_01552,A7V1W4_BACUC,BACUNI_01552
bc2018--bc2018___80_00897,BACUNI_01551,A7V1W3_BACUC,BACUNI_01551
bc2018--bc2018___80_00898,BACUNI_01550,A7V1W2_BACUC,BACUNI_01550
bc2018--bc2018___80_00899,BACUNI_01549,A7V1W1_BACUC,BACUNI_01549
bc2018--bc2018___80_00900,BACUNI_01548,A7V1W0_BACUC,BACUNI_01548
bc2018--bc2018___80_00901,BACUNI_01546,,BACUNI_01546
bc2018--bc2018___80_00902,BACUNI_01545,A7V1V7_BACUC,BACUNI_01545
bc2018--bc2018___80_00903,BACUNI_01544,A7V1V6_BACUC,BACUNI_01544
bc2018--bc2018___80_00904,bc2018--bc2018___80_00904,,bc2018--bc2018___80_00904
bc2018--bc2018___80_00905,BACUNI_02833,A7V5H4_BACUC,BACUNI_02833
bc2018--bc2018___80_00906,BACUNI_02834,,BACUNI_02834
bc2018--bc2018___80_00907,bc2018--bc2018___80_00907,,bc2018--bc2018___80_00907
bc2018--bc2018___80_00908,BACUNI_04725,,BACUNI_04725
bc2018--bc2018___80_00909,BACUNI_04724,A7VAU2_BACUC,BACUNI_04724
bc2018--bc2018___80_00910,BACUNI_04723,A7VAU1_BACUC,BACUNI_04723
bc2018--bc2018___80_00911,BACUNI_04722,A7VAU0_BACUC,trxB
bc2018--bc2018___80_00912,BACUNI_04721,A7VAT9_BACUC,BACUNI_04721
bc2018--bc2018___80_00913,bc2018--bc2018___80_00913,,bc2018--bc2018___80_00913
bc2018--bc2018___80_00914,BACUNI_04720,A7VAT8_BACUC,glnA
bc2018--bc2018___80_00915,BACUNI_04719,A7VAT7_BACUC,BACUNI_04719
bc2018--bc2018___80_00916,BACUNI_04718,A7VAT6_BACUC,BACUNI_04718
bc2018--bc2018___80_00917,BACUNI_04717,A7VAT5_BACUC,BACUNI_04717
bc2018--bc2018___80_00918,BACUNI_04716,A7VAT4_BACUC,BACUNI_04716
bc2018--bc2018___80_00919,BACUNI_04715,A7VAT3_BACUC,BACUNI_04715
bc2018--bc2018___80_00920,BACUNI_04714,A7VAT2_BACUC,rnz
bc2018--bc2018___80_00921,BACUNI_04713,A7VAT1_BACUC,BACUNI_04713
bc2018--bc2018___80_00922,BACUNI_04712,,BACUNI_04712
bc2018--bc2018___80_00923,BACUNI_04711,A7VAS9_BACUC,BACUNI_04711
bc2018--bc2018___80_00924,BACUNI_04710,A7VAS8_BACUC,BACUNI_04710
bc2018--bc2018___80_00925,BACUNI_04709,,BACUNI_04709
bc2018--bc2018___80_00926,BACUNI_04708,A7VAS6_BACUC,valS
bc2018--bc2018___80_00927,bc2018--bc2018___80_00927,,bc2018--bc2018___80_00927
bc2018--bc2018___80_00928,BACUNI_04706,,BACUNI_04706
bc2018--bc2018___80_00929,BACUNI_04705,,BACUNI_04705
bc2018--bc2018___80_00930,BACUNI_04704,,BACUNI_04704
bc2018--bc2018___80_00931,BACUNI_04703,,BACUNI_04703
bc2018--bc2018___80_00932,BACUNI_04702,,BACUNI_04702
bc2018--bc2018___80_00933,BACUNI_04700,,BACUNI_04700
bc2018--bc2018___80_00934,BACUNI_04699,,BACUNI_04699
bc2018--bc2018___80_00935,BACUNI_04698,,BACUNI_04698
bc2018--bc2018___80_00936,BACUNI_04697,A7VAR5_BACUC,BACUNI_04697
bc2018--bc2018___80_00937,BACUNI_04696,A7VAR4_BACUC,BACUNI_04696
bc2018--bc2018___80_00938,bc2018--bc2018___80_00938,,bc2018--bc2018___80_00938
bc2018--bc2018___80_00939,BACUNI_04693,A7VAR1_BACUC,secA
bc2018--bc2018___80_00940,BACUNI_04692,A7VAR0_BACUC,BACUNI_04692
bc2018--bc2018___80_00941,BACUNI_04691,A7VAQ9_BACUC,BACUNI_04691
bc2018--bc2018___80_00942,BACUNI_04689,A7VAQ7_BACUC,coaX
bc2018--bc2018___80_00943,BACUNI_04688,A7VAQ6_BACUC,BACUNI_04688
bc2018--bc2018___80_00944,BACUNI_04687,A7VAQ5_BACUC,BACUNI_04687
bc2018--bc2018___80_00945,BACUNI_04686,A7VAQ4_BACUC,BACUNI_04686
bc2018--bc2018___80_00946,BACUNI_04685,A7VAQ3_BACUC,BACUNI_04685
bc2018--bc2018___80_00947,BACUNI_04684,A7VAQ2_BACUC,BACUNI_04684
bc2018--bc2018___80_00948,BACUNI_04683,A7VAQ1_BACUC,rlmN
bc2018--bc2018___80_00949,BACUNI_04682,A7VAQ0_BACUC,BACUNI_04682
bc2018--bc2018___80_00950,BACUNI_04681,A7VAP9_BACUC,pdxA
bc2018--bc2018___80_00951,BACUNI_04680,A7VAP8_BACUC,BACUNI_04680
bc2018--bc2018___80_00952,BACUNI_04679,A7VAP7_BACUC,BACUNI_04679
bc2018--bc2018___80_00953,BACUNI_04678,A7VAP6_BACUC,BACUNI_04678
bc2018--bc2018___80_00954,BACUNI_04677,A7VAP5_BACUC,secG
bc2018--bc2018___80_00955,BACUNI_04675,A7VAP3_BACUC,BACUNI_04675
bc2018--bc2018___80_00956,BACUNI_04674,A7VAP2_BACUC,BACUNI_04674
bc2018--bc2018___80_00957,BACUNI_04673,A7VAP1_BACUC,BACUNI_04673
bc2018--bc2018___80_00958,BACUNI_04672,A7VAP0_BACUC,BACUNI_04672
bc2018--bc2018___80_00959,BACUNI_04671,A7VAN9_BACUC,BACUNI_04671
bc2018--bc2018___80_00960,BACUNI_04667,A7VAN6_BACUC,BACUNI_04667
bc2018--bc2018___80_00961,BACUNI_04666,,BACUNI_04666
bc2018--bc2018___80_00962,BACUNI_04665,,BACUNI_04665
bc2018--bc2018___80_00963,BACUNI_04664,A7VAN3_BACUC,BACUNI_04664
bc2018--bc2018___80_00964,BACUNI_04663,A7VAN2_BACUC,cadA
bc2018--bc2018___80_00965,BACUNI_04661,,BACUNI_04661
bc2018--bc2018___80_00966,BACUNI_04660,,BACUNI_04660
bc2018--bc2018___80_00967,BACUNI_04659,,phnX
bc2018--bc2018___80_00968,bc2018--bc2018___80_00968,,bc2018--bc2018___80_00968
bc2018--bc2018___80_00969,BACUNI_04656,,mepA_7
bc2018--bc2018___80_00970,BACUNI_04655,A7VAM4_BACUC,dinB
bc2018--bc2018___80_00971,BACUNI_04654,A7VAM3_BACUC,BACUNI_04654
bc2018--bc2018___80_00972,bc2018--bc2018___80_00972,,bc2018--bc2018___80_00972
bc2018--bc2018___80_00973,bc2018--bc2018___80_00973,,bc2018--bc2018___80_00973
bc2018--bc2018___80_00974,BACUNI_04651,,BACUNI_04651
bc2018--bc2018___80_00975,BACUNI_04650,,BACUNI_04650
bc2018--bc2018___80_00976,BACUNI_04649,,BACUNI_04649
bc2018--bc2018___80_00977,BACUNI_04648,,BACUNI_04648
bc2018--bc2018___80_00978,BACUNI_04647,,BACUNI_04647
bc2018--bc2018___80_00979,BACUNI_04646,,BACUNI_04646
bc2018--bc2018___80_00980,BACUNI_04645,A7VAL4_BACUC,BACUNI_04645
bc2018--bc2018___80_00981,BACUNI_04644,A7VAL3_BACUC,BACUNI_04644
bc2018--bc2018___80_00982,BACUNI_04642,,BACUNI_04642
bc2018--bc2018___80_00983,BACUNI_04641,,BACUNI_04641
bc2018--bc2018___80_00984,BACUNI_04640,A7VAK9_BACUC,BACUNI_04640
bc2018--bc2018___80_00985,BACUNI_04639,,spoU
bc2018--bc2018___80_00986,BACUNI_04638,,yjmD_2
bc2018--bc2018___80_00987,BACUNI_04637,A7VAK6_BACUC,BACUNI_04637
bc2018--bc2018___80_00988,BACUNI_04636,A7VAK5_BACUC,BACUNI_04636
bc2018--bc2018___80_00989,BACUNI_04634,A7VAK3_BACUC,BACUNI_04634
bc2018--bc2018___80_00990,BACUNI_04633,A7VAK2_BACUC,BACUNI_04633
bc2018--bc2018___80_00991,BACUNI_04632,,BACUNI_04632
bc2018--bc2018___80_00992,bc2018--bc2018___80_00992,,bc2018--bc2018___80_00992
bc2018--bc2018___80_00993,BACUNI_04630,,BACUNI_04630
bc2018--bc2018___80_00994,BACUNI_04629,A7VAJ8_BACUC,BACUNI_04629
bc2018--bc2018___80_00995,bc2018--bc2018___80_00995,,bc2018--bc2018___80_00995
bc2018--bc2018___80_00996,BACUNI_04627,A7VAJ6_BACUC,smpB
bc2018--bc2018___80_00997,BACUNI_04626,A7VAJ5_BACUC,metH
bc2018--bc2018___80_00998,BACUNI_04625,A7VAJ4_BACUC,BACUNI_04625
bc2018--bc2018___80_00999,BACUNI_04624,A7VAJ3_BACUC,udk
bc2018--bc2018___80_01000,BACUNI_04623,A7VAJ2_BACUC,BACUNI_04623
bc2018--bc2018___80_01001,BACUNI_04622,A7VAJ1_BACUC,BACUNI_04622
bc2018--bc2018___80_01002,BACUNI_04621,A7VAJ0_BACUC,BACUNI_04621
bc2018--bc2018___80_01003,BACUNI_04620,,BACUNI_04620
bc2018--bc2018___80_01004,BACUNI_04619,,BACUNI_04619
bc2018--bc2018___80_01005,BACUNI_04618,A7VAI7_BACUC,BACUNI_04618
bc2018--bc2018___80_01006,BACUNI_04617,A7VAI6_BACUC,hisG
bc2018--bc2018___80_01007,BACUNI_04616,A7VAI5_BACUC,hisD
bc2018--bc2018___80_01008,BACUNI_04615,A7VAI4_BACUC,hisC
bc2018--bc2018___80_01009,BACUNI_04614,A7VAI3_BACUC,hisB
bc2018--bc2018___80_01010,BACUNI_04613,A7VAI2_BACUC,BACUNI_04613
bc2018--bc2018___80_01011,BACUNI_04612,A7VAI1_BACUC,BACUNI_04612
bc2018--bc2018___80_01012,BACUNI_04611,A7VAI0_BACUC,BACUNI_04611
bc2018--bc2018___80_01013,BACUNI_04610,A7VAH9_BACUC,pth
bc2018--bc2018___80_01014,BACUNI_04609,A7VAH8_BACUC,rplY
bc2018--bc2018___80_01015,BACUNI_04608,A7VAH7_BACUC,BACUNI_04608
bc2018--bc2018___80_01016,bc2018--bc2018___80_01016,,bc2018--bc2018___80_01016
bc2018--bc2018___80_01017,BACUNI_04607,A7VAH6_BACUC,nusB
bc2018--bc2018___80_01018,BACUNI_04606,A7VAH5_BACUC,yajC
bc2018--bc2018___80_01019,BACUNI_04605,A7VAH4_BACUC,BACUNI_04605
bc2018--bc2018___80_01020,BACUNI_04604,,coaE
bc2018--bc2018___80_01021,BACUNI_04603,A7VAH2_BACUC,BACUNI_04603
bc2018--bc2018___80_01022,BACUNI_04602,A7VAH1_BACUC,clpB
bc2018--bc2018___80_01023,BACUNI_04601,A7VAH0_BACUC,BACUNI_04601
bc2018--bc2018___80_01024,BACUNI_04600,A7VAG9_BACUC,BACUNI_04600
bc2018--bc2018___80_01025,BACUNI_04599,,BACUNI_04599
bc2018--bc2018___80_01026,BACUNI_04598,,BACUNI_04598
bc2018--bc2018___80_01027,BACUNI_04597,,BACUNI_04597
bc2018--bc2018___80_01028,BACUNI_04596,A7VAG4_BACUC,BACUNI_04596
bc2018--bc2018___80_01029,BACUNI_04594,,BACUNI_04594
bc2018--bc2018___80_01030,BACUNI_04593,A7VAG2_BACUC,BACUNI_04593
bc2018--bc2018___80_01031,BACUNI_04592,A7VAG1_BACUC,BACUNI_04592
bc2018--bc2018___80_01032,BACUNI_04591,A7VAG0_BACUC,recA
bc2018--bc2018___80_01033,BACUNI_04590,A7VAF9_BACUC,BACUNI_04590
bc2018--bc2018___80_01034,BACUNI_04588,A7VAF8_BACUC,LYS1
bc2018--bc2018___80_01035,BACUNI_04587,A7VAF6_BACUC,BACUNI_04587
bc2018--bc2018___80_01036,BACUNI_04586,,BACUNI_04586
bc2018--bc2018___80_01037,BACUNI_04585,,BACUNI_04585
bc2018--bc2018___80_01038,BACUNI_04582,A7VAF1_BACUC,dnaK
bc2018--bc2018___80_01039,BACUNI_04581,,BACUNI_04581
bc2018--bc2018___80_01040,BACUNI_04580,A7VAE9_BACUC,BACUNI_04580
bc2018--bc2018___80_01041,bc2018--bc2018___80_01041,,bc2018--bc2018___80_01041
bc2018--bc2018___80_01042,BACUNI_04579,A7VAE8_BACUC,BACUNI_04579
bc2018--bc2018___80_01043,BACUNI_04578,A7VAE7_BACUC,BACUNI_04578
bc2018--bc2018___80_01044,bc2018--bc2018___80_01044,,bc2018--bc2018___80_01044
bc2018--bc2018___80_01045,BACUNI_04575,,BACUNI_04575
bc2018--bc2018___80_01046,bc2018--bc2018___80_01046,,bc2018--bc2018___80_01046
bc2018--bc2018___80_01047,BACUNI_04573,,BACUNI_04573
bc2018--bc2018___80_01048,BACUNI_04572,,BACUNI_04572
bc2018--bc2018___80_01049,BACUNI_04571,,BACUNI_04571
bc2018--bc2018___80_01050,BACUNI_04570,,BACUNI_04570
bc2018--bc2018___80_01051,BACUNI_04569,A7VAD8_BACUC,BACUNI_04569
bc2018--bc2018___80_01052,BACUNI_04568,,BACUNI_04568
bc2018--bc2018___80_01053,BACUNI_04567,A7VAD6_BACUC,BACUNI_04567
bc2018--bc2018___80_01054,bc2018--bc2018___80_01054,,bc2018--bc2018___80_01054
bc2018--bc2018___80_01055,BACUNI_04566,,ktrB
bc2018--bc2018___80_01056,BACUNI_04565,A7VAD4_BACUC,BACUNI_04565
bc2018--bc2018___80_01057,BACUNI_04564,A7VAD3_BACUC,BACUNI_04564
bc2018--bc2018___80_01058,BACUNI_04563,,BACUNI_04563
bc2018--bc2018___80_01059,bc2018--bc2018___80_01059,,bc2018--bc2018___80_01059
bc2018--bc2018___80_01060,BACUNI_04558,,BACUNI_04558
bc2018--bc2018___80_01061,BACUNI_04557,,BACUNI_04557
bc2018--bc2018___80_01062,BACUNI_04555,,BACUNI_04555
bc2018--bc2018___80_01063,BACUNI_04554,A7VAC3_BACUC,BACUNI_04554
bc2018--bc2018___80_01064,BACUNI_04553,A7VAC2_BACUC,BACUNI_04553
bc2018--bc2018___80_01065,BACUNI_04552,A7VAC1_BACUC,BACUNI_04552
bc2018--bc2018___80_01066,BACUNI_04551,A7VAC0_BACUC,BACUNI_04551
bc2018--bc2018___80_01067,BACUNI_04550,A7VAB9_BACUC,BACUNI_04550
bc2018--bc2018___80_01068,BACUNI_04549,A7VAB8_BACUC,BACUNI_04549
bc2018--bc2018___80_01069,BACUNI_04548,A7VAB7_BACUC,BACUNI_04548
bc2018--bc2018___80_01070,BACUNI_04546,A7VAB6_BACUC,mutS2
bc2018--bc2018___80_01072,BACUNI_04544,A7VAB4_BACUC,BACUNI_04544
bc2018--bc2018___80_01073,BACUNI_04543,A7VAB3_BACUC,BACUNI_04543
bc2018--bc2018___80_01074,BACUNI_04541,A7VAB2_BACUC,BACUNI_04541
bc2018--bc2018___80_01075,BACUNI_04540,A7VAB0_BACUC,BACUNI_04540
bc2018--bc2018___80_01076,BACUNI_04539,A7VAA9_BACUC,BACUNI_04539
bc2018--bc2018___80_01077,BACUNI_04538,,BACUNI_04538
bc2018--bc2018___80_01079,BACUNI_04535,,BACUNI_04535
bc2018--bc2018___80_01080,BACUNI_04534,,BACUNI_04534
bc2018--bc2018___80_01081,BACUNI_04533,,BACUNI_04533
bc2018--bc2018___80_01082,BACUNI_04532,A7VAA3_BACUC,BACUNI_04532
bc2018--bc2018___80_01083,bc2018--bc2018___80_01083,,bc2018--bc2018___80_01083
bc2018--bc2018___80_01084,BACUNI_04528,A7VA99_BACUC,BACUNI_04528
bc2018--bc2018___80_01085,BACUNI_04527,A7VA98_BACUC,pflA
bc2018--bc2018___80_01086,BACUNI_04526,A7VA97_BACUC,pflB
bc2018--bc2018___80_01088,bc2018--bc2018___80_01088,,bc2018--bc2018___80_01088
bc2018--bc2018___80_01089,bc2018--bc2018___80_01089,,bc2018--bc2018___80_01089
bc2018--bc2018___80_01090,BACUNI_02833,A7V5H4_BACUC,BACUNI_02833
bc2018--bc2018___80_01091,BACUNI_02834,,BACUNI_02834
bc2018--bc2018___80_01092,BACUNI_04519,A7VA91_BACUC,BACUNI_04519
bc2018--bc2018___80_01093,BACUNI_04517,A7VA89_BACUC,BACUNI_04517
bc2018--bc2018___80_01094,BACUNI_04504,,BACUNI_04504
bc2018--bc2018___80_01095,BACUNI_04514,,BACUNI_04514
bc2018--bc2018___80_01096,BACUNI_04513,,BACUNI_04513
bc2018--bc2018___80_01097,BACUNI_04512,,rhgT_1
bc2018--bc2018___80_01098,bc2018--bc2018___80_01098,,bc2018--bc2018___80_01098
bc2018--bc2018___80_01099,BACUNI_04509,A7VA81_BACUC,BACUNI_04509
bc2018--bc2018___80_01100,BACUNI_04508,A7VA80_BACUC,BACUNI_04508
bc2018--bc2018___80_01101,BACUNI_04506,A7VA79_BACUC,BACUNI_04506
bc2018--bc2018___80_01102,BACUNI_04504,,BACUNI_04504
bc2018--bc2018___80_01103,BACUNI_04503,,BACUNI_04503
bc2018--bc2018___80_01104,BACUNI_04502,,BACUNI_04502
bc2018--bc2018___80_01105,BACUNI_04501,,BACUNI_04501
bc2018--bc2018___80_01106,BACUNI_04500,A7VA72_BACUC,BACUNI_04500
bc2018--bc2018___80_01107,BACUNI_04499,A7VA71_BACUC,BACUNI_04499
bc2018--bc2018___80_01108,BACUNI_04498,A7VA70_BACUC,BACUNI_04498
bc2018--bc2018___80_01109,BACUNI_04497,A7VA69_BACUC,uxuA
bc2018--bc2018___80_01110,BACUNI_04496,A7VA68_BACUC,BACUNI_04496
bc2018--bc2018___80_01111,BACUNI_04495,,BACUNI_04495
bc2018--bc2018___80_01112,BACUNI_04494,,BACUNI_04494
bc2018--bc2018___80_01113,bc2018--bc2018___80_01113,,bc2018--bc2018___80_01113
bc2018--bc2018___80_01114,BACUNI_04491,,BACUNI_04491
bc2018--bc2018___80_01115,BACUNI_04490,,BACUNI_04490
bc2018--bc2018___80_01116,BACUNI_04489,,BACUNI_04489
bc2018--bc2018___80_01117,BACUNI_04488,,BACUNI_04488
bc2018--bc2018___80_01118,BACUNI_04487,,BACUNI_04487
bc2018--bc2018___80_01119,BACUNI_04486,,BACUNI_04486
bc2018--bc2018___80_01120,bc2018--bc2018___80_01120,,bc2018--bc2018___80_01120
bc2018--bc2018___80_01121,BACUNI_04484,,BACUNI_04484
bc2018--bc2018___80_01122,BACUNI_04483,,BACUNI_04483
bc2018--bc2018___80_01123,BACUNI_04482,,BACUNI_04482
bc2018--bc2018___80_01124,BACUNI_04480,,thiD
bc2018--bc2018___80_01125,BACUNI_04479,,BACUNI_04479
bc2018--bc2018___80_01126,BACUNI_04478,A7VA50_BACUC,BACUNI_04478
bc2018--bc2018___80_01127,BACUNI_04476,A7VA48_BACUC,fabH
bc2018--bc2018___80_01128,BACUNI_04475,A7VA47_BACUC,glnA
bc2018--bc2018___80_01129,BACUNI_04474,A7VA46_BACUC,BACUNI_04474
bc2018--bc2018___80_01131,BACUNI_04470,,BACUNI_04470
bc2018--bc2018___80_01132,BACUNI_04469,A7VA42_BACUC,folD
bc2018--bc2018___80_01133,BACUNI_04468,A7VA41_BACUC,ffh
bc2018--bc2018___80_01134,BACUNI_04466,,BACUNI_04466
bc2018--bc2018___80_01135,BACUNI_04465,A7VA38_BACUC,rho
bc2018--bc2018___80_01136,BACUNI_04464,A7VA36_BACUC,BACUNI_04464
bc2018--bc2018___80_01137,BACUNI_04462,A7VA35_BACUC,tilS
bc2018--bc2018___80_01138,BACUNI_04461,A7VA34_BACUC,feoB
bc2018--bc2018___80_01139,BACUNI_04460,,BACUNI_04460
bc2018--bc2018___80_01141,BACUNI_04458,A7VA31_BACUC,BACUNI_04458
bc2018--bc2018___80_01142,BACUNI_04457,A7VA30_BACUC,BACUNI_04457
bc2018--bc2018___80_01143,BACUNI_04456,,BACUNI_04456
bc2018--bc2018___80_01144,BACUNI_04455,A7VA28_BACUC,BACUNI_04455
bc2018--bc2018___80_01145,BACUNI_04454,A7VA27_BACUC,BACUNI_04454
bc2018--bc2018___80_01146,BACUNI_04453,A7VA26_BACUC,BACUNI_04453
bc2018--bc2018___80_01147,BACUNI_04452,A7VA25_BACUC,BACUNI_04452
bc2018--bc2018___80_01148,BACUNI_04451,A7VA24_BACUC,pdxB
bc2018--bc2018___80_01149,BACUNI_04450,A7VA23_BACUC,BACUNI_04450
bc2018--bc2018___80_01150,BACUNI_04448,A7VA22_BACUC,BACUNI_04448
bc2018--bc2018___80_01151,BACUNI_04447,,BACUNI_04447
bc2018--bc2018___80_01152,bc2018--bc2018___80_01152,,bc2018--bc2018___80_01152
bc2018--bc2018___80_01153,BACUNI_04444,,BACUNI_04444
bc2018--bc2018___80_01154,BACUNI_04443,,BACUNI_04443
bc2018--bc2018___80_01155,bc2018--bc2018___80_01155,,bc2018--bc2018___80_01155
bc2018--bc2018___80_01156,BACUNI_04442,A7VA15_BACUC,BACUNI_04442
bc2018--bc2018___80_01157,BACUNI_04441,A7VA14_BACUC,queC
bc2018--bc2018___80_01158,BACUNI_04440,A7VA13_BACUC,queF
bc2018--bc2018___80_01159,BACUNI_04439,A7VA12_BACUC,eno
bc2018--bc2018___80_01160,BACUNI_04437,,BACUNI_04437
bc2018--bc2018___80_01161,BACUNI_04435,A7VA08_BACUC,BACUNI_04435
bc2018--bc2018___80_01162,BACUNI_04434,,piuB
bc2018--bc2018___80_01163,bc2018--bc2018___80_01163,,bc2018--bc2018___80_01163
bc2018--bc2018___80_01164,BACUNI_04432,,nrfH
bc2018--bc2018___80_01165,BACUNI_04431,A7VA04_BACUC,nrfA
bc2018--bc2018___80_01166,BACUNI_04430,,ccs1
bc2018--bc2018___80_01167,BACUNI_04429,,ycf
bc2018--bc2018___80_01168,BACUNI_04428,,BACUNI_04428
bc2018--bc2018___80_01169,BACUNI_04427,A7VA00_BACUC,BACUNI_04427
bc2018--bc2018___80_01170,BACUNI_04426,A7V9Z9_BACUC,BACUNI_04426
bc2018--bc2018___80_01171,BACUNI_04425,A7V9Z8_BACUC,hcp
bc2018--bc2018___80_01172,bc2018--bc2018___80_01172,,bc2018--bc2018___80_01172
